63251,B38M,B-1202,China Southern Airlines,Dec 2017 (6 years),
15494,CRJ9,C-GCJZ,Air Canada,Nov 2020 (3 years),
44434,B738,RA-73106,Aeroflot,Apr 2017 (6 years),
40946,B738,TC-SPO,SunExpress,May 2014 (9 years),
08181,A20N,EC-MZT,Vueling,Jun 2018 (5 years),
26411,B744,N702CK,Kalitta Air,Jun 2000 (23 years),
244,A359,9V-SGG,Singapore Airlines,Nov 2018 (5 years),
08303,A20N,PK-GTI,Citilink,Jul 2018 (5 years),
34855,B788,JA841J,Japan Airlines,Jun 2015 (8 years),
0991,AT76,HK-5398,Satena,Feb 2012 (12 years),
60374,B77W,B-2047,Air China,Apr 2014 (9 years),
44920,B738,B-1528,Air China,Jul 2015 (8 years),
0992,A332,EC-MAJ,Saudia,Mar 2009 (15 years),
1638,A333,HL8026,Korean Air,Jun 2015 (8 years),
35762,B738,B-5375,Hainan Airlines,Jun 2008 (15 years),
39986,B789,A9C-FG,Gulf Air,Aug 2019 (4 years),
145702,E135,N402AT,Aero,2003 (21 years),
08658,A20N,N908NK,Spirit Airlines,Dec 2018 (5 years),
08636,A20N,B-301L,China Southern Airlines,Dec 2018 (5 years),
67797,B77L,B-222V,China Cargo Airlines,Dec 2022 (1 year),
17000284,E170,SU-GDK,EgyptAir,2009 (15 years),
19000566,E190,B-3208,Hebei Airlines,2012 (12 years),
37289,B739,N934DZ,Delta Air Lines,Jan 2012 (12 years),
17000248,E75S,N205JQ,Delta Air Lines,Aug 2008 (15 years),
10186,CRJ7,N725PS,American Airlines,Jan 2005 (19 years),
1101,A333,HB-JHG,Swiss,Feb 2010 (14 years),
36001,B77L,D-AALA,AeroLogic,Apr 2009 (14 years),
40965,B738,ET-APL,Ethiopian Airlines,Jun 2012 (11 years),
283,A359,EI-IFF,ITA Airways,Apr 2022 (1 year),
00308,A320,LZ-EAB,Electra Airways,Feb 1992 (32 years),
11766,A21N,9H-WNA,Wizz Air,Jan 2024 (Brand new),
60894,B38M,B-1221,Air China,May 2018 (5 years),
38344,B788,A7-BCZ,Qatar Airways,Dec 2015 (8 years),
100,A359,A7-ALU,Qatar Airways,Mar 2018 (6 years),
60595,B779,D-ABTD,Lufthansa,N/A,
35939,B788,SP-LRE,LOT,Jul 2013 (10 years),
26912,B763,N367AZ,Amazon Air,Jul 1993 (30 years),
39125,B738,B-5628,Shandong Airlines,Feb 2012 (12 years),
60160,B738,B-7669,Shandong Airlines,Feb 2017 (7 years),
63066,B738,B-205W,China Eastern Airlines,Jul 2018 (5 years),
41510,B738,B-1515,China Eastern Airlines,Jun 2015 (8 years),
11667,A20N,VT-TQS,Vistara,Aug 2023 (Brand new),
61797,B738,N803XA,Saudi Aramco,May 2017 (6 years),
38628,B789,G-ZBKL,British Airways,Jun 2016 (7 years),
64177,B738,HL8316,Jeju Air,Jul 2018 (5 years),
34208,B772,HL7743,Jin Air,Aug 2006 (17 years),
31601,B738,N37290,United Airlines,Aug 2004 (19 years),
7804,CRJ2,N445AW,United Express,May 2003 (20 years),
11983,A21N,G-WUNE,Wizz Air,Feb 2024 (Brand new),
341,A359,9V-SMW,Singapore Airlines,Aug 2019 (4 years),
31934,B739,N823DN,Delta Air Lines,Jun 2014 (9 years),
36280,B788,VT-ANE,Air India,Nov 2013 (10 years),
32590,B753,N57868,United Airlines,Jul 2002 (21 years),
7875,CRJ2,N462AW,United Airlines,Nov 2003 (20 years),
10666,A21N,B-327R,Air China,Mar 2022 (2 years),
1648,A333,2-SHSV,Private owner,Jul 2015 (8 years),
1526,A332,N293AY,American Airlines,Apr 2014 (9 years),
62307,B38M,EI-HEY,Ryanair,Nov 2019 (4 years),
42112,B77W,HS-TKW,Thai Airways,Jul 2014 (9 years),
293,A359,EC-NBO,Iberojet,Mar 2019 (5 years),
734,AT75,ZS-XZR,Solenta Aviation,N/A,
29806,B737,N766SW,Southwest Airlines,Apr 2000 (23 years),
11779,A20N,VT-RTH,Air India,Nov 2023 (Brand new),
65774,B748,N633UP,UPS,Mar 2022 (2 years),
09565,A20N,B-320N,China Eastern Airlines,May 2020 (3 years),
32599,B738,B-2159,Urumqi Air,Oct 2001 (22 years),
10111,CRJ7,N570GJ,United Airlines,2003 (21 years),
25086,B744,PH-BFI,KLM,Apr 1991 (32 years),
1618,A333,B-LBJ,Cathay Pacific,Apr 2015 (8 years),
62093,B38M,9H-CHA,AJet,Dec 2017 (6 years),
32926,B738,B-5020,China Southern Airlines,Jan 2003 (21 years),
17000534,E75L,N86334,United Airlines,Jan 2016 (8 years),
62823,B748,B-LJN,Cathay Pacific,Jun 2016 (7 years),
4403,DH8D,C-GGMQ,Air Canada,Feb 2012 (12 years),
42119,B789,B-17883,EVA Air,Jan 2019 (5 years),
1571,A333,TC-JOE,Turkish Airlines,Oct 2014 (9 years),
0295,A332,EI-FSF,I-Fly,Aug 1999 (24 years),
08932,A20N,VT-IJC,IndiGo,May 2019 (4 years),
1470,A333,9M-MTN,Malaysia Airlines,Oct 2013 (10 years),
09297,A21N,VT-TVA,Vistara,Apr 2020 (3 years),
63518,B78X,B-17811,EVA Air,Feb 2023 (1 year),
1402,A332,B-5921,China Eastern Airlines,Feb 2013 (11 years),
7561,CRJ2,N561AV,Avmax,2001 (23 years),
00208,A320,N319US,Delta Air Lines,Apr 1991 (32 years),
43379,B39M,N936AK,Alaska Airlines,May 2022 (1 year),
37657,B748,HL7629,Korean Air,Jun 2015 (8 years),
25701,B744,9M-MPD,Saudia,Sep 1993 (30 years),
00642,A321,SX-BHS,Daallo Arlines,Jan 1997 (27 years),
06904,A20N,VT-ITX,IndiGo,Mar 2017 (7 years),
30647,B737,N7865A,Southwest Airlines,Jun 2002 (21 years),
232,A359,9V-SGD,Singapore Airlines,Oct 2018 (5 years),
020,A388,A6-EDD,Emirates,Jul 2008 (15 years),
809,A306,N125UP,UPS,Aug 2000 (23 years),
145048,E145,N602AE,American Eagle,Apr 1998 (25 years),
64477,B39M,N37547,United Airlines,Dec 2022 (1 year),
10360,A20N,D-AIJE,Lufthansa,Jan 2021 (3 years),
1191,A332,LV-KHT,Aerolineas Argentinas,Jan 2011 (13 years),
29558,B738,N817NN,American Airlines,Nov 2009 (14 years),
60460,B737,B-5829,Ruili Airlines,Nov 2014 (9 years),
62783,B739,N915DU,Delta Air Lines,Jan 2019 (5 years),
62334,B38M,9H-VUP,Ryanair,Nov 2021 (2 years),
33518,B738,N840NN,American Airlines,May 2010 (13 years),
39740,B738,B-1788,China Eastern Airlines,Feb 2015 (9 years),
42534,B738,N8539V,Southwest Airlines,Jun 2017 (6 years),
19000332,E190,I-JEND,Air Dolomiti,2010 (14 years),
60262,B78X,9V-SCI,Singapore Airlines,Mar 2019 (5 years),
68115,B38M,N328TC,American Airlines,May 2023 (Brand new),
44855,B738,EI-GSK,Ryanair,Sep 2018 (5 years),
63564,B38M,SE-RTD,Norwegian,Dec 2022 (1 year),
1261,AT76,9H-NFU,Iberia,Jul 2015 (8 years),
36127,B77W,JA740J,Japan Airlines,Aug 2008 (15 years),
0928,AT75,TG-ATD,TagAirlines,Nov 2010 (13 years),
25473,B752,N452UP,UPS,Jun 1995 (28 years),
380,A306,EP-MDJ,Iran Airtour,Dec 1986 (37 years),
11079,A20N,N964NK,Spirit Airlines,Sep 2022 (1 year),
61323,B738,B-6995,Urumqi Air,Oct 2015 (8 years),
38803,B789,B-1169,China Southern Airlines,Jul 2018 (5 years),
19000234,E190,XA-FAC,Aeromexico Connect,2008 (16 years),
1163,A333,B-LAJ,Cathay Pacific,Sep 2010 (13 years),
08541,A20N,VT-IZF,IndiGo,Nov 2018 (5 years),
1354,A332,EI-EJP,ITA Airways,Oct 2012 (11 years),
37133,B748,HL7610,Korean Air,Aug 2012 (11 years),
43895,B738,B-7885,Shandong Airlines,Feb 2017 (7 years),
17000327,E75S,G-FBJB,Flybe,Jul 2011 (12 years),
00476,A320,EP-API,Iran Aseman Airlines,Apr 1994 (29 years),
0766,A346,A7-AGC,Qatar Airways,Oct 2006 (17 years),
55022,BCS3,HL7200,Korean Air,Jan 2018 (6 years),
227,DH8A,C-GBUU,Summit Air,Aug 1990 (33 years),
11001,A20N,HZ-FAX,Flyadeal,May 2022 (1 year),
44085,B39M,N946AK,Alaska Airlines,Sep 2022 (1 year),
41705,B739,N440AS,Alaska Airlines,Oct 2013 (10 years),
0700,A332,9H-MFS,Maleth-Aero,Oct 2005 (18 years),
7989,CRJ2,RA-67239,Severstal Aircompany,Sep 2004 (19 years),
09390,A20N,VT-ISI,IndiGo,May 2020 (3 years),
65999,B788,N879BH,American Airlines,Feb 2020 (4 years),
66902,B77L,B-18777,China Airlines,Apr 2023 (Brand new),
55251,BCS3,N3142J,JetBlue Airways,Nov 2023 (Brand new),
1559,AT76,VT-IYZ,IndiGo,Jun 2019 (4 years),
11533,A20N,B-50026,Tigerair Taiwan,Sep 2023 (Brand new),
60644,B38M,VT-MAX,SpiceJet,Sep 2018 (5 years),
1135,A332,EI-EJH,ITA Airways,Jul 2010 (13 years),
28579,B737,N737LE,Private owner,1999 (25 years),
34433,B762,97-3603,Japanese Air Force,Jun 2007 (16 years),
42965,B738,B-6299,Hebei Airlines,Jul 2015 (8 years),
1404,A332,N392HA,Hawaiian Airlines,Mar 2013 (11 years),
4566,DH8D,RP-C5903,Philippine Airlines,Sep 2017 (6 years),
0799,A333,N813NW,Delta Air Lines,Nov 2006 (17 years),
28174,B752,D-ALET,DHL,Apr 1999 (24 years),
08135,A20N,N329FR,Frontier,Apr 2018 (5 years),
60958,B738,A6-FGE,FlyDubai,Aug 2016 (7 years),
30350,B738,N381DN,Delta Air Lines,Aug 1999 (24 years),
1657,AT76,SX-SVT,SKY express,Nov 2020 (3 years),
27580,B772,N78004,United Airlines,Oct 1998 (25 years),
19000668,E195,EW-400PO,Belavia,2014 (10 years),
25301,B752,N7667A,Private owner,May 1992 (31 years),
36617,B737,N701VL,Avelo Airlines,Jan 2008 (16 years),
35175,B738,N556AS,Alaska Airlines,Jun 2006 (17 years),
65310,B77W,RA-73143,Aeroflot,Mar 2020 (4 years),
509,DH8B,N965HA,Avmax,Jan 1998 (26 years),
0961,A332,TC-JIS,Turkish Airlines,Oct 2008 (15 years),
23072,B762,OY-SRK,Maersk Air Cargo,Jan 1985 (39 years),
41675,B77L,D-ALFB,Lufthansa Cargo,Nov 2013 (10 years),
29283,B752,N67134,United Airlines,Jan 1999 (25 years),
07952,A20N,B-1249,Capital Airlines,Oct 2018 (5 years),
19000652,E195,PR-AUA,Azul Linhas Aereas,Sep 2013 (10 years),
62155,B738,F-HTVE,Transavia,Mar 2017 (7 years),
7313,CRJ2,RA-67159,UVT Aero,1999 (25 years),
08079,A20N,B-1292,China Eastern Airlines,Jun 2018 (5 years),
33663,B737,B-5207,Shandong Airlines,Dec 2005 (18 years),
10429,A20N,B-322V,China Southern Airlines,Mar 2021 (3 years),
67421,B39M,N969AK,Alaska Airlines,Jun 2023 (Brand new),
10427,A21N,EI-KGF,Air Astana,May 2021 (2 years),
26940,B772,N778UA,United Airlines,Jun 1996 (27 years),
35437,B788,JA849J,Japan Airlines,Mar 2020 (4 years),
40728,B738,PH-HBN,Transavia,Feb 2011 (13 years),
66440,B38M,9M-MVB,Malaysia Airlines,Dec 2023 (Brand new),
41166,B738,PR-GXX,GOL Linhas Aereas,Dec 2014 (9 years),
29379,B752,C-GCJS,Cargojet Airways,Mar 2000 (24 years),
1291,A332,B-6545,China Eastern Airlines,Jan 2012 (12 years),
4294,DH8D,D2-EEA,Angola Government,Dec 2009 (14 years),
64861,B738,B-206P,Urumqi Air,Oct 2018 (5 years),
38814,B738,N8508W,Southwest Airlines,Oct 2016 (7 years),
19000614,E190,UR-EME,Ukraine International Airlines,Jul 2013 (10 years),
15245,CRJ9,D-ACNG,Lufthansa,Aug 2009 (14 years),
33041,B737,B-5208,China United Airlines,Mar 2006 (18 years),
62736,B789,OE-LPM,Austrian Airlines,Nov 2019 (4 years),
23813,B742,ER-BAT,Fly Pro,Jun 1987 (36 years),
0749,A332,EC-NUL,Plus Ultra,Apr 2006 (17 years),
24752,B763,N761CK,DHL,Dec 1989 (34 years),
39733,B737,B-5820,China Eastern Airlines,Mar 2014 (10 years),
29427,B752,OE-LNL,DHL,Oct 1998 (25 years),
26266,B752,N923FD,FedEx,Dec 1992 (31 years),
29547,B738,N971AN,American Airlines,Aug 2001 (22 years),
36102,B77L,A7-BBH,Qatar Airways,Jul 2010 (13 years),
560,DH8C,N560WK,United States - US Department of State,Nov 2000 (23 years),
29659,B738,LN-NIK,Norwegian,May 2010 (13 years),
17000803,E75L,N606UX,United Airlines,Jun 2019 (4 years),
61405,B738,B-1450,Okay Airways,May 2017 (6 years),
09074,A20N,SE-ROS,SAS,Oct 2019 (4 years),
30415,B738,D-AHFV,TUI,Nov 2000 (23 years),
08901,A20N,VT-IZY,IndiGo,May 2019 (4 years),
60255,B78X,9V-SCD,Singapore Airlines,Apr 2018 (5 years),
17000851,E75L,N306DD,American Airlines,Nov 2020 (3 years),
627,A359,F-HUVD,Air France,Oct 2023 (Brand new),
555,AT75,OY-CJT,Private owner,May 1998 (25 years),
0515,AT45,OY-RUF,DAT,Apr 1997 (26 years),
28453,B763,N196DN,Delta Air Lines,Oct 1997 (26 years),
1358,AT76,YJ-AV73,Air Vanuatu,Oct 2016 (7 years),
34259,B737,N221WN,Southwest Airlines,Aug 2005 (18 years),
11584,A20N,N919AV,Avianca,Jun 2023 (Brand new),
30282,B737,N565WN,Southwest Airlines,May 2002 (21 years),
43411,B738,B-221M,9 Air,Jan 2016 (8 years),
304,A30B,TC-MCB,MNG Airlines,Jan 1985 (39 years),
38666,B77W,B-2085,Air China,Jun 2011 (12 years),
599,DH8C,VH-SBW,QantasLink,Nov 2003 (20 years),
1353,A333,B-5901,Air China,Oct 2012 (11 years),
08873,A20N,B-30CR,Sichuan Airlines,Nov 2019 (4 years),
41681,B77W,RA-73138,Aeroflot,Feb 2013 (11 years),
60254,B78X,9V-SCB,Singapore Airlines,Mar 2018 (6 years),
1011,A332,N279AY,American Airlines,Apr 2009 (14 years),
340B-396,SF34,VH-ZRJ,Rex,May 1996 (27 years),
34931,B788,B-2787,China Southern Airlines,Apr 2014 (9 years),
34955,B738,EY-787,Somon Air,Feb 2008 (16 years),
32305,B772,F-GSPY,Air France,Mar 2002 (22 years),
0690,AT75,3B-NBG,Air Mauritius,Jun 2002 (21 years),
63688,B738,B-1268,Jiangxi Air,Apr 2018 (5 years),
25012,B752,N664DN,Delta Air Lines,Feb 1991 (33 years),
10033,A20N,CS-TVH,TAP Air Portugal,Jul 2020 (3 years),
43920,B38M,EI-RZB,Neos,Jun 2019 (4 years),
50045,BCS1,N126DU,Delta Air Lines,Oct 2019 (4 years),
1131,A333,9M-XXG,AirAsia X,May 2010 (13 years),
17000061,E170,N790MK,American Airlines,Jan 2005 (19 years),
29396,B773,B-HNS,Cathay Pacific,May 2002 (21 years),
25283,B763,N646UA,United Airlines,Feb 1992 (32 years),
00339,A320,N334NW,Delta Air Lines,May 1992 (31 years),
17000282,E170,SU-GDJ,Egyptair,2009 (15 years),
10398,A20N,B-325V,China Eastern Airlines,Oct 2021 (2 years),
41624,B738,B-1508,Shandong Airlines,Apr 2015 (8 years),
7585,CRJ2,N413AW,American Airlines,Nov 2001 (22 years),
0993,A346,EC-LCZ,Iberia,Jul 2009 (14 years),
25784,B744,HL7421,Asiana Airlines,Aug 1995 (28 years),
65308,B77W,RA-73158,Aeroflot,Jan 2019 (5 years),
1323,A333,RA-73785,Aeroflot,Jun 2012 (11 years),
2003,A339,B-58301,Starlux,Oct 2021 (2 years),
39262,B738,PH-HSG,Transavia,Apr 2012 (11 years),
1447,AT76,6V-AMS,Air Senegal,Sep 2017 (6 years),
08895,A21N,B-308D,China Southern Airlines,Jul 2019 (4 years),
287,A359,D-AIXM,Lufthansa,Feb 2019 (5 years),
1876,A339,PR-ANZ,Azul Linhas Aereas,Jan 2019 (5 years),
38738,B739,PK-LQR,Lion Air,Sep 2013 (10 years),
4382,DH8D,VT-SUF,SpiceJet,2011 (13 years),
10575,A20N,TS-IMX,Tunisair,Dec 2021 (2 years),
7276,CRJ2,N79EA,Elite Airways,1998 (26 years),
17000236,E75S,N629CZ,Delta Connection,2008 (16 years),
28955,B738,N17245,United Airlines,Oct 1999 (24 years),
29564,B738,N800NN,American Airlines,Jul 2009 (14 years),
38332,B788,A7-BCN,Qatar Airways,May 2014 (9 years),
10799,A20N,B-50023,Tigerair Taiwan,Mar 2022 (2 years),
1266,AT76,7T-VUW,Air Algerie,Jul 2015 (8 years),
37921,B788,VP-BBS,Azerbaijan Airlines,Nov 2014 (9 years),
42372,B789,A6-BNC,Etihad Airways,Aug 2019 (4 years),
11462,A20N,HZ-NS66,Flynas,Jul 2023 (Brand new),
40234,B738,HL8098,T'way Air,Jul 2009 (14 years),
10806,A20N,RP-C4158,Cebu Pacific,Apr 2022 (1 year),
19000610,E190,YV2911,Conviasa,2013 (11 years),
10775,A20N,XA-VSN,Volaris,Feb 2022 (2 years),
0144,A333,PK-GPD,Garuda Indonesia,Jan 1997 (27 years),
42826,B38M,9H-ARI,SmartLynx,Jun 2017 (6 years),
26490,B752,N543US,Delta Air Lines,Apr 1996 (27 years),
40883,B738,B-5542,Shandong Airlines,Sep 2010 (13 years),
25864,B763,N649GT,Atlas Air,Mar 1992 (31 years),
123,DH8A,C-FDAO,Air Inuit,Nov 1988 (35 years),
17000489,E75L,N206NN,American Airlines,Jun 2015 (8 years),
087,A359,D-AIXC,Lufthansa,Mar 2017 (7 years),
00913,A319,701,Armenia Government,Jan 1999 (25 years),
1976,A339,RP-C3905,Cebu Pacific,Feb 2024 (Brand new),
4245,DH8D,D-ABQF,Luftfahrtgesellschaft Walter,2009 (15 years),
30572,B737,N737JB,Private owner,Feb 2000 (24 years),
39871,B738,PK-LDP,Batik Air,Oct 2015 (8 years),
33049,B763,CS-TSV,EuroAtlantic Airways,Nov 2002 (21 years),
28795,B738,N14231,United Airlines,Jun 1999 (24 years),
7938,CRJ2,N8938A,Delta Connection,Apr 2004 (19 years),
0654,AT75,F-HAPL,Chalair Aviation,Dec 2000 (23 years),
0857,A333,N818NW,Delta Air Lines,Jul 2007 (16 years),
029,A359,B-LRA,Cathay Pacific,Mar 2016 (8 years),
27351,B752,D-ALER,DHL,Sep 1994 (29 years),
37594,B738,PH-BGB,KLM,Apr 2008 (15 years),
62178,B789,EC-ODI,Air Europa,Mar 2020 (4 years),
62450,B38M,ET-AVJ,Ethiopian Airlines,Oct 2018 (5 years),
33791,B737,HB-JJH,ECAir,Aug 2004 (19 years),
38676,B77W,B-2036,Air China,Dec 2012 (11 years),
0462,A332,PR-AIW,Azul Linhas Aereas,Feb 2002 (22 years),
24405,B744,N740CK,DHL,Sep 1989 (34 years),
145065,E145,HL8054,Korea Express Air,May 1998 (25 years),
63046,B738,B-1452,Shanghai Airlines,Aug 2017 (6 years),
34026,B737,B-5216,Xiamen Air,Jun 2005 (18 years),
10228,A21N,B-323F,China Southern Airlines,May 2021 (2 years),
11651,A21N,9H-WAS,Wizz Air,Dec 2023 (Brand new),
61866,B38M,N8745K,Southwest Airlines,Jan 2020 (4 years),
36133,B744,N406KZ,Atlas Air,Dec 2007 (16 years),
7571,CRJ2,B-3013,Jinxiang Airlines,2001 (23 years),
2000-009,SB20,G-CDEA,Eastern Airways,Sep 1994 (29 years),
34191,B738,VH-VZO,Qantas,Jun 2011 (12 years),
39948,B738,RA-73297,Pobeda,Jul 2014 (9 years),
63411,B738,B-1285,China Southern Airlines,Jun 2018 (5 years),
340A-055,SF34,ES-LSA,Airest,May 1986 (37 years),
1013,A333,OH-LTO,Finnair,Mar 2009 (14 years),
61289,B38M,VT-YBA,Akasa Air,Apr 2022 (1 year),
4053,DH8D,OB-2205,ATSA Airlines,Aug 2001 (22 years),
40038,B738,B-5729,Dalian Airlines,Apr 2013 (10 years),
145089,E145,N189EC,ECC Leasing Company,1998 (26 years),
19000500,E195,OE-LWI,Austrian Airlines,Nov 2011 (12 years),
35180,B738,N563AS,Alaska Airlines,Oct 2006 (17 years),
33720,B737,N447WN,Southwest Airlines,Oct 2003 (20 years),
25467,B752,N436UP,UPS,Jun 1994 (29 years),
08692,A20N,B-305Y,China Eastern Airlines,Jan 2019 (5 years),
17000806,E75L,N608UX,United Airlines,2019 (5 years),
1080,A332,1300,United Arab Emirates - Air Force,Dec 2009 (14 years),
62729,B789,D-ABPD,Lufthansa,Jul 2019 (4 years),
36313,B77W,VT-ALO,Air India,Jun 2009 (14 years),
29148,B77W,PK-GIF,Garuda Indonesia,Apr 2014 (9 years),
31928,B739,N818DA,Delta Air Lines,Mar 2014 (10 years),
0694,AT75,5R-MJE,Air Madagascar,2002 (22 years),
28625,B738,HL7558,Jin Air,Jun 2000 (23 years),
10191,A21N,B-HPG,Cathay Pacific,May 2021 (2 years),
4430,DH8D,JA461A,All Nippon Airways,Nov 2012 (11 years),
11927,A20N,VT-RTV,Air India,Jan 2024 (Brand new),
28355,B772,HZ-AKL,Saudia,Oct 1998 (25 years),
11458,A21N,N710NK,Spirit Airlines,Aug 2023 (Brand new),
4211,DH8D,9A-CQB,Croatia Airlines,Apr 2008 (15 years),
32900,B744,9V-SFO,Singapore Airlines,Jul 2004 (19 years),
27510,B773,B-HNK,Cathay Pacific,Sep 1999 (24 years),
19000516,E195,SP-LND,LOT,Jan 2012 (12 years),
7379,CRJ2,HI1034,Air Century,2000 (24 years),
4542,DH8D,ET-AUE,Ethiopian Airlines,Dec 2016 (7 years),
141,A35K,A7-ANE,Qatar Airways,Oct 2018 (5 years),
28638,B738,HL7564,Jin Air,Jan 2001 (23 years),
44302,B38M,C-GFOF,Flair Airlines,Apr 2019 (4 years),
35096,B738,B-5333,Jiangsu Jingdong Cargo Airlines,Jul 2007 (16 years),
43987,B38M,PR-XMB,GOL Linhas Aereas,Aug 2018 (5 years),
09589,A21N,JA142A,All Nippon Airways,Aug 2020 (3 years),
29052,B738,9M-WCA,World Cargo Airlines,May 2000 (23 years),
7222,CRJ1,VP-BNO,Rusline,Feb 1998 (26 years),
00149,A320,C-FFWI,Air Canada,Dec 1990 (33 years),
61280,B738,B-1105,Donghai Airlines,Jul 2018 (5 years),
4288,DH8D,VH-QOY,QantasLink,Nov 2009 (14 years),
0542,AT45,SX-TEN,SKY express,Feb 1997 (27 years),
0490,A333,HL7710,Korean Air,Jul 2002 (21 years),
08971,A21N,N2017J,JetBlue Airways,Nov 2019 (4 years),
014,A388,VH-OQA,Qantas,Jan 2008 (16 years),
4429,DH8D,ET-AQF,Ethiopian Airlines,Nov 2012 (11 years),
0865,A333,N821NW,Delta Air Lines,Aug 2007 (16 years),
62752,B77W,HB-JNG,Swiss,Feb 2017 (7 years),
36318,B77W,VT-ALT,Air India,May 2010 (13 years),
36359,B739,N287AK,Alaska Airlines,Apr 2018 (5 years),
31480,B77W,N734AR,American Airlines,Oct 2015 (8 years),
40278,B738,A6-FEX,FlyDubai,May 2015 (8 years),
08399,A20N,V8-RBE,Royal Brunei Airlines,Aug 2018 (5 years),
19000096,E190,N115BZ,Breeze Airways,2007 (17 years),
31936,B739,N825DN,Delta Air Lines,Jul 2014 (9 years),
63800,B738,SU-GEH,Egyptair,Apr 2017 (6 years),
145056,E145,N15948,AeroVision International,1998 (26 years),
1211,A333,HL7795,Asiana Airlines,Feb 2011 (13 years),
64067,B38M,SP-LVA,LOT,Nov 2017 (6 years),
37365,B738,EC-OBK,Air Europa,Jan 2011 (13 years),
33234,B738,N946NN,American Airlines,Jan 2014 (10 years),
41258,B738,B-220Y,9 Air,Mar 2013 (11 years),
1339,A332,YI-AQY,Iraqi Airways,Aug 2012 (11 years),
29448,B764,N59053,United Airlines,Sep 2000 (23 years),
32403,B738,N33266,United Airlines,Aug 2001 (22 years),
34186,B738,VH-VZT,Qantas,Oct 2011 (12 years),
11190,A21N,B-32CU,Xiamen Air,Dec 2022 (1 year),
33420,B737,T-99,Argentina - Air Force,Feb 2004 (20 years),
41789,B738,B-5841,Okay Airways,Jun 2013 (10 years),
28778,B738,N12218,United Airlines,Jul 1998 (25 years),
42347,B77W,A6-EQB,Emirates,Apr 2017 (6 years),
574,A310,EP-MEC,Mahan Air,Mar 1991 (33 years),
145173,E135,PH-DWC,Air Charters Europe,Sep 1999 (24 years),
0462,AT45,XA-UAU,Aeromar,Jun 1995 (28 years),
60164,B738,B-1436,Shandong Airlines,Apr 2017 (6 years),
30792,B737,N625AS,Alaska Airlines,Jan 2001 (23 years),
29120,B738,N8059A,Amazon Air,Jan 1999 (25 years),
1341,AT76,SE-MKK,BRA,Jun 2016 (7 years),
32579,B738,N5209A,Amazon Air,Oct 2001 (22 years),
340A-120,SF34,C6-JAY,Western Air,Apr 1988 (35 years),
38924,B738,B-1717,China Southern Airlines,Oct 2014 (9 years),
145064,E145,N607AE,American Eagle,May 1998 (25 years),
106,A388,A6-EDY,Emirates,Apr 2012 (11 years),
37668,B748,VQ-BLR,AirBridgeCargo Airlines,Mar 2012 (12 years),
11008,A20N,VT-IPC,IndiGo,Jul 2022 (1 year),
10126,A20N,RA-73730,Aeroflot,Sep 2020 (3 years),
4252,DH8D,C-GLQM,Porter,Mar 2009 (15 years),
28210,B737,2-RLBB,Castle 2003-2 Ireland,Apr 1998 (25 years),
0590,AT75,SX-FIV,SKY express,May 1999 (24 years),
145570,E145,G-CISK,,Feb 2002 (22 years),
145695,E145,N836HK,RoadRunAir,Dec 2003 (20 years),
35510,B788,5Y-KZA,Kenya Airways,Mar 2014 (10 years),
19000408,E190,XA-MAC,Aeromexico Connect,2011 (13 years),
00118,A320,N309US,Delta Air Lines,Aug 1990 (33 years),
42191,B739,N69888,United Airlines,Aug 2015 (8 years),
17000682,E75L,N259NN,American Airlines,Jul 2017 (6 years),
27350,B744,G-CIVE,British Airways,Dec 1994 (29 years),
28145,B752,N799FD,FedEx,Aug 1996 (27 years),
30704,B738,TS-ICD,Express Air Cargo,Jun 2006 (17 years),
527,DH8C,C-GLFD,Air Inuit,Jun 1998 (25 years),
42687,B38M,N8890Q,Southwest Airlines,Jul 2023 (Brand new),
173,A359,VN-A895,Vietnam Airlines,Dec 2017 (6 years),
65811,B789,TC-LLK,Turkish Airlines,Feb 2020 (4 years),
62897,B38M,SE-RTG,Norwegian,Apr 2023 (Brand new),
11426,A21N,N536DN,Delta Air Lines,Jun 2023 (Brand new),
66865,B763,N268FE,FedEx,Apr 2023 (Brand new),
32805,B737,HZ-101,Desert Wings Aviation,Aug 2001 (22 years),
19000026,E190,N216JB,JetBlue Airways,Apr 2006 (17 years),
7392,CRJ2,XA-VAD,Aeronaves TSM,2000 (24 years),
15048,CRJ9,C-FUJZ,Air Canada,Aug 2005 (18 years),
1341,A333,G-VWAG,Virgin Atlantic,Sep 2012 (11 years),
30588,B737,N769SW,Southwest Airlines,Jun 2000 (23 years),
7648,CRJ2,N907EV,SkyWest Airlines,May 2002 (21 years),
0389,A333,B-HLN,Cathay Pacific,Jan 2001 (23 years),
17000699,E75L,N260NN,American Airlines,Oct 2017 (6 years),
35769,B738,B-5393,Shanghai Airlines,May 2008 (15 years),
1906,A339,CS-TUH,TAP Air Portugal,Apr 2019 (4 years),
08490,A20N,N539VL,Volaris,Oct 2018 (5 years),
61338,B38M,TC-SMN,SunExpress,Oct 2023 (Brand new),
0899,AT75,XU-235,Cambodia Angkor Air,Jan 2010 (14 years),
145093,E145,N617AE,American Eagle,Nov 1998 (25 years),
43664,B738,RA-73294,Pobeda,Nov 2014 (9 years),
247,A30B,XA-FPP,AeroUnion,Mar 1983 (41 years),
29113,B752,N954FD,FedEx,Dec 1997 (26 years),
37708,B77L,D-AALI,AeroLogic,Apr 2009 (14 years),
