aae,11:40 AM,W43842,Dortmund (DTM),Wizz Air,A21N (HA-LZK),,Landed 12:19 PM,Sunday Mar 17,arrivals
aae,11:40 AM,ZB2010,Pisa (PSA),Air Albania,319,,Unknown,Sunday Mar 17,arrivals
aae,11:45 AM,FR8349,Milan (BGY),Ryanair,B738 (9H-QDB),,Landed 11:32 AM,Sunday Mar 17,arrivals
aae,11:50 AM,W94465,London (LTN),Wizz Air,A21N (G-WUKU),,Landed 11:36 AM,Sunday Mar 17,arrivals
aae,11:50 AM,ZB1005,Istanbul (IST),Air Albania,A320 (ZA-MMK),,Landed 7:56 PM,Sunday Mar 17,arrivals
aae,12:00 PM,W46626,Brussels (CRL),Wizz Air,A321 (HA-LXA),,Landed 11:44 AM,Sunday Mar 17,arrivals
aae,12:40 PM,ZB2008,Milan (BGY),Air Albania,319,,Unknown,Sunday Mar 17,arrivals
aae,1:10 PM,W46628,Eindhoven (EIN),Wizz Air,A21N (9H-WDP),,Landed 12:56 PM,Sunday Mar 17,arrivals
aae,1:30 PM,ZB1004,Istanbul (IST),Air Albania,A320 (ZA-MMK),,Landed 3:22 PM,Sunday Mar 17,arrivals
aae,1:30 PM,LH1424,Frankfurt (FRA),Lufthansa,A320 (D-AIUP),,Landed 1:39 PM,Sunday Mar 17,arrivals
aae,1:35 PM,W43205,Bucharest (OTP),Wizz Air,A321 (HA-LXH),,Landed 1:08 PM,Sunday Mar 17,arrivals
aae,2:00 PM,W43862,Stockholm (NYO),Wizz Air,A320 (9H-WDC),,Landed 1:31 PM,Sunday Mar 17,arrivals
aae,2:15 PM,OS847,Vienna (VIE),Austrian Airlines,A320 (OE-LBP),,Landed 2:08 PM,Sunday Mar 17,arrivals
aae,2:30 PM,JU212,Belgrade (BEG),AirSERBIA,AT76 (YU-ALZ),,Landed 2:14 PM,Sunday Mar 17,arrivals
aae,2:30 PM,W46602,Bari (BRI),Wizz Air,A321 (HA-LXE),,Landed 2:04 PM,Sunday Mar 17,arrivals
aae,2:40 PM,W43856,Ancona (AOI),Wizz Air,A321 (HA-LXR),,Landed 2:20 PM,Sunday Mar 17,arrivals
aae,3:00 PM,W46692,Rome (FCO),Wizz Air,A321 (HA-LXY),,Landed 2:45 PM,Sunday Mar 17,arrivals
aae,3:00 PM,,Frankfurt (HHN),Wizz Air,A321 (HA-LTA),,Landed 3:13 PM,Sunday Mar 17,arrivals
aae,3:05 PM,FR8421,Milan (BGY),Ryanair,B738 (EI-DLX),,Landed 3:04 PM,Sunday Mar 17,arrivals
aae,3:10 PM,W46630,Milan (MXP),Wizz Air,A321 (HA-LXK),,Landed 3:17 PM,Sunday Mar 17,arrivals
aae,3:35 PM,W46680,Pisa (PSA),Wizz Air,A321 (HA-LXV),,Landed 3:45 PM,Sunday Mar 17,arrivals
aae,4:05 PM,AZ582,Rome (FCO),ITA Airways,A20N (EI-HJD),,Landed 3:49 PM,Sunday Mar 17,arrivals
aae,4:15 PM,2B274,Perugia (PEG),Albawings,737,,Unknown,Sunday Mar 17,arrivals
aae,4:20 PM,2B232,Milan (BGY),Albawings,737,,Unknown,Sunday Mar 17,arrivals
aae,4:30 PM,W43886,Milan (BGY),Wizz Air,A320 (9H-WZW),,Landed 4:50 PM,Sunday Mar 17,arrivals
aae,5:10 PM,ZB1011,Istanbul (IST),Air Albania,320,,Canceled,Sunday Mar 17,arrivals
aae,5:40 PM,ZB2012,Verona (VRN),Air Albania,319,,Unknown,Sunday Mar 17,arrivals
aae,5:50 PM,A3972,Athens (ATH),Aegean Airlines,A320 (SX-DGZ),,Landed 5:37 PM,Sunday Mar 17,arrivals
aae,5:50 PM,ZB2014,Milan (MXP),Air Albania,A320 (ZA-MMK),,Landed 1:21 AM,Sunday Mar 17,arrivals
aae,6:20 PM,W44814,Athens (ATH),Wizz Air,A320 (9H-WDC),,Landed 5:52 PM,Sunday Mar 17,arrivals
